"","congress","start_date","chamber","state_abbrev","party_code","bioname","bioguide_id","birthday","cmltv_cong","cmltv_chamber","age_days","age_years","generation","lastname","stars"
"4792",102,"1991-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",10,7,19385,53.0732375085558,"Silent","COCHRAN",""
"4793",103,"1993-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",11,8,20116,55.0746064339493,"Silent","COCHRAN",""
"4794",104,"1995-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",12,9,20846,57.0732375085558,"Silent","COCHRAN",""
"4795",105,"1997-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",13,10,21577,59.0746064339493,"Silent","COCHRAN",""
"4796",106,"1999-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",14,11,22307,61.0732375085558,"Silent","COCHRAN",""
"4797",107,"2001-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",15,12,23038,63.0746064339493,"Silent","COCHRAN",""
"4798",108,"2003-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",16,13,23768,65.0732375085558,"Silent","COCHRAN",""
"4799",109,"2005-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",17,14,24499,67.0746064339494,"Silent","COCHRAN",""
"4800",110,"2007-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",18,15,25229,69.0732375085558,"Silent","COCHRAN",""
"4801",111,"2009-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",19,16,25960,71.0746064339494,"Silent","COCHRAN",""
"4802",112,"2011-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",20,17,26690,73.0732375085558,"Silent","COCHRAN",""
"4803",113,"2013-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",21,18,27421,75.0746064339494,"Silent","COCHRAN",""
"4804",114,"2015-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",22,19,28151,77.0732375085558,"Silent","COCHRAN",""
"4805",115,"2017-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",23,20,28882,79.0746064339494,"Silent","COCHRAN",""
"4834",72,"1931-03-04","Senate","GA",100,"COHEN, John Sanford","C000597","1870-02-26",1,1,22285,61.0130047912389,"Missionary","COHEN",""
"4838",96,"1979-01-03","Senate","ME",200,"COHEN, William Sebastian","C000598","1940-08-28",4,1,14007,38.3490759753593,"Silent","COHEN",""
"4839",97,"1981-01-03","Senate","ME",200,"COHEN, William Sebastian","C000598","1940-08-28",5,2,14738,40.3504449007529,"Silent","COHEN",""
"4840",98,"1983-01-03","Senate","ME",200,"COHEN, William Sebastian","C000598","1940-08-28",6,3,15468,42.3490759753593,"Silent","COHEN",""
"4841",99,"1985-01-03","Senate","ME",200,"COHEN, William Sebastian","C000598","1940-08-28",7,4,16199,44.3504449007529,"Silent","COHEN",""
"4842",100,"1987-01-03","Senate","ME",200,"COHEN, William Sebastian","C000598","1940-08-28",8,5,16929,46.3490759753593,"Silent","COHEN",""
"4843",101,"1989-01-03","Senate","ME",200,"COHEN, William Sebastian","C000598","1940-08-28",9,6,17660,48.3504449007529,"Silent","COHEN",""
"4844",102,"1991-01-03","Senate","ME",200,"COHEN, William Sebastian","C000598","1940-08-28",10,7,18390,50.3490759753593,"Silent","COHEN",""
"4845",103,"1993-01-03","Senate","ME",200,"COHEN, William Sebastian","C000598","1940-08-28",11,8,19121,52.3504449007529,"Silent","COHEN",""
"4846",104,"1995-01-03","Senate","ME",200,"COHEN, William Sebastian","C000598","1940-08-28",12,9,19851,54.3490759753593,"Silent","COHEN",""
"4982",66,"1919-03-04","Senate","RI",200,"COLT, LeBaron Bradford","C000651","1846-06-25",4,4,26549,72.6872005475702,"Progressive","COLT",""
"4983",67,"1921-03-04","Senate","RI",200,"COLT, LeBaron Bradford","C000651","1846-06-25",5,5,27280,74.6885694729637,"Progressive","COLT",""
"4984",68,"1923-03-04","Senate","RI",200,"COLT, LeBaron Bradford","C000651","1846-06-25",6,6,28010,76.6872005475702,"Progressive","COLT",""
"5006",66,"1919-03-04","Senate","AL",100,"COMER, Braxton Bragg","C000657","1848-11-07",1,1,25683,70.3162217659138,"Progressive","COMER",""
"5037",71,"1929-03-04","Senate","TX",100,"CONNALLY, Thomas Terry (Tom)","C000684","1877-08-19",7,1,18824,51.5373032169747,"Missionary","CONNALLY",""
"5038",72,"1931-03-04","Senate","TX",100,"CONNALLY, Thomas Terry (Tom)","C000684","1877-08-19",8,2,19554,53.5359342915811,"Missionary","CONNALLY",""
"5039",73,"1933-03-04","Senate","TX",100,"CONNALLY, Thomas Terry (Tom)","C000684","1877-08-19",9,3,20285,55.5373032169747,"Missionary","CONNALLY",""
"5040",74,"1935-01-03","Senate","TX",100,"CONNALLY, Thomas Terry (Tom)","C000684","1877-08-19",10,4,20955,57.3716632443532,"Missionary","CONNALLY",""
"5041",75,"1937-01-03","Senate","TX",100,"CONNALLY, Thomas Terry (Tom)","C000684","1877-08-19",11,5,21686,59.3730321697468,"Missionary","CONNALLY",""
"5042",76,"1939-01-03","Senate","TX",100,"CONNALLY, Thomas Terry (Tom)","C000684","1877-08-19",12,6,22416,61.3716632443532,"Missionary","CONNALLY",""
"5043",77,"1941-01-03","Senate","TX",100,"CONNALLY, Thomas Terry (Tom)","C000684","1877-08-19",13,7,23147,63.3730321697468,"Missionary","CONNALLY",""
"5044",78,"1943-01-03","Senate","TX",100,"CONNALLY, Thomas Terry (Tom)","C000684","1877-08-19",14,8,23877,65.3716632443532,"Missionary","CONNALLY",""
"5045",79,"1945-01-03","Senate","TX",100,"CONNALLY, Thomas Terry (Tom)","C000684","1877-08-19",15,9,24608,67.3730321697468,"Missionary","CONNALLY",""
"5046",80,"1947-01-03","Senate","TX",100,"CONNALLY, Thomas Terry (Tom)","C000684","1877-08-19",16,10,25338,69.3716632443532,"Missionary","CONNALLY",""
"5047",81,"1949-01-03","Senate","TX",100,"CONNALLY, Thomas Terry (Tom)","C000684","1877-08-19",17,11,26069,71.3730321697468,"Missionary","CONNALLY",""
"5048",82,"1951-01-03","Senate","TX",100,"CONNALLY, Thomas Terry (Tom)","C000684","1877-08-19",18,12,26799,73.3716632443532,"Missionary","CONNALLY",""
"5069",100,"1987-01-03","Senate","ND",100,"CONRAD, Kent","C000705","1948-03-12",1,1,14176,38.8117727583847,"Boomers","CONRAD",""
"5070",101,"1989-01-03","Senate","ND",100,"CONRAD, Kent","C000705","1948-03-12",2,2,14907,40.8131416837782,"Boomers","CONRAD",""
"5071",102,"1991-01-03","Senate","ND",100,"CONRAD, Kent","C000705","1948-03-12",3,3,15637,42.8117727583847,"Boomers","CONRAD",""
"5072",103,"1993-01-03","Senate","ND",100,"CONRAD, Kent","C000705","1948-03-12",4,4,16368,44.8131416837782,"Boomers","CONRAD",""
"5073",104,"1995-01-03","Senate","ND",100,"CONRAD, Kent","C000705","1948-03-12",5,5,17098,46.8117727583847,"Boomers","CONRAD",""
"5074",105,"1997-01-03","Senate","ND",100,"CONRAD, Kent","C000705","1948-03-12",6,6,17829,48.8131416837782,"Boomers","CONRAD",""
"5075",106,"1999-01-03","Senate","ND",100,"CONRAD, Kent","C000705","1948-03-12",7,7,18559,50.8117727583847,"Boomers","CONRAD",""
"5076",107,"2001-01-03","Senate","ND",100,"CONRAD, Kent","C000705","1948-03-12",8,8,19290,52.8131416837782,"Boomers","CONRAD",""
"5077",108,"2003-01-03","Senate","ND",100,"CONRAD, Kent","C000705","1948-03-12",9,9,20020,54.8117727583847,"Boomers","CONRAD",""
"5078",109,"2005-01-03","Senate","ND",100,"CONRAD, Kent","C000705","1948-03-12",10,10,20751,56.8131416837782,"Boomers","CONRAD",""
"5079",110,"2007-01-03","Senate","ND",100,"CONRAD, Kent","C000705","1948-03-12",11,11,21481,58.8117727583847,"Boomers","CONRAD",""
"5080",111,"2009-01-03","Senate","ND",100,"CONRAD, Kent","C000705","1948-03-12",12,12,22212,60.8131416837782,"Boomers","CONRAD",""
"5081",112,"2011-01-03","Senate","ND",100,"CONRAD, Kent","C000705","1948-03-12",13,13,22942,62.8117727583847,"Boomers","CONRAD",""
"5126",90,"1967-01-03","Senate","KY",200,"COOK, Marlow Webster","C000721","1926-07-27",1,1,14770,40.4380561259411,"Greatest","COOK",""
"5127",91,"1969-01-03","Senate","KY",200,"COOK, Marlow Webster","C000721","1926-07-27",2,2,15501,42.4394250513347,"Greatest","COOK",""
"5128",92,"1971-01-03","Senate","KY",200,"COOK, Marlow Webster","C000721","1926-07-27",3,3,16231,44.4380561259411,"Greatest","COOK",""
"5129",93,"1973-01-03","Senate","KY",200,"COOK, Marlow Webster","C000721","1926-07-27",4,4,16962,46.4394250513347,"Greatest","COOK",""
"5158",72,"1931-03-04","Senate","MA",100,"COOLIDGE, Marcus Allen","C000740","1865-10-06",1,1,23889,65.4045174537988,"Missionary","COOLIDGE",""
"5159",73,"1933-03-04","Senate","MA",100,"COOLIDGE, Marcus Allen","C000740","1865-10-06",2,2,24620,67.4058863791923,"Missionary","COOLIDGE",""
"5160",74,"1935-01-03","Senate","MA",100,"COOLIDGE, Marcus Allen","C000740","1865-10-06",3,3,25290,69.2402464065708,"Missionary","COOLIDGE",""
"5208",79,"1945-01-03","Senate","KY",200,"COOPER, John Sherman","C000758","1901-08-23",1,1,15839,43.3648186173854,"Greatest","COOPER",""
"5209",80,"1947-01-03","Senate","KY",200,"COOPER, John Sherman","C000758","1901-08-23",2,2,16569,45.3634496919918,"Greatest","COOPER",""
"5210",82,"1951-01-03","Senate","KY",200,"COOPER, John Sherman","C000758","1901-08-23",3,3,18030,49.3634496919918,"Greatest","COOPER",""
"5211",83,"1953-01-03","Senate","KY",200,"COOPER, John Sherman","C000758","1901-08-23",4,4,18761,51.3648186173854,"Greatest","COOPER",""
"5212",84,"1955-01-03","Senate","KY",200,"COOPER, John Sherman","C000758","1901-08-23",5,5,19491,53.3634496919918,"Greatest","COOPER",""
"5213",85,"1957-01-03","Senate","KY",200,"COOPER, John Sherman","C000758","1901-08-23",6,6,20222,55.3648186173854,"Greatest","COOPER",""
"5214",86,"1959-01-03","Senate","KY",200,"COOPER, John Sherman","C000758","1901-08-23",7,7,20952,57.3634496919918,"Greatest","COOPER",""
"5215",87,"1961-01-03","Senate","KY",200,"COOPER, John Sherman","C000758","1901-08-23",8,8,21683,59.3648186173854,"Greatest","COOPER",""
"5216",88,"1963-01-03","Senate","KY",200,"COOPER, John Sherman","C000758","1901-08-23",9,9,22413,61.3634496919918,"Greatest","COOPER",""
"5217",89,"1965-01-03","Senate","KY",200,"COOPER, John Sherman","C000758","1901-08-23",10,10,23144,63.3648186173854,"Greatest","COOPER",""
"5218",90,"1967-01-03","Senate","KY",200,"COOPER, John Sherman","C000758","1901-08-23",11,11,23874,65.3634496919918,"Greatest","COOPER",""
"5219",91,"1969-01-03","Senate","KY",200,"COOPER, John Sherman","C000758","1901-08-23",12,12,24605,67.3648186173854,"Greatest","COOPER",""
"5220",92,"1971-01-03","Senate","KY",200,"COOPER, John Sherman","C000758","1901-08-23",13,13,25335,69.3634496919918,"Greatest","COOPER",""
"5223",68,"1923-03-04","Senate","NY",100,"COPELAND, Royal Samuel","C000769","1868-11-07",1,1,19839,54.3162217659138,"Missionary","COPELAND",""
"5224",69,"1925-03-04","Senate","NY",100,"COPELAND, Royal Samuel","C000769","1868-11-07",2,2,20570,56.3175906913073,"Missionary","COPELAND",""
"5225",70,"1927-03-04","Senate","NY",100,"COPELAND, Royal Samuel","C000769","1868-11-07",3,3,21300,58.3162217659138,"Missionary","COPELAND",""
"5226",71,"1929-03-04","Senate","NY",100,"COPELAND, Royal Samuel","C000769","1868-11-07",4,4,22031,60.3175906913073,"Missionary","COPELAND",""
"5227",72,"1931-03-04","Senate","NY",100,"COPELAND, Royal Samuel","C000769","1868-11-07",5,5,22761,62.3162217659138,"Missionary","COPELAND",""
"5228",73,"1933-03-04","Senate","NY",100,"COPELAND, Royal Samuel","C000769","1868-11-07",6,6,23492,64.3175906913073,"Missionary","COPELAND",""
"5229",74,"1935-01-03","Senate","NY",100,"COPELAND, Royal Samuel","C000769","1868-11-07",7,7,24162,66.1519507186858,"Missionary","COPELAND",""
"5230",75,"1937-01-03","Senate","NY",100,"COPELAND, Royal Samuel","C000769","1868-11-07",8,8,24893,68.1533196440794,"Missionary","COPELAND",""
"5252",78,"1943-01-03","Senate","OR",200,"CORDON, Guy","C000774","1890-04-24",1,1,19246,52.6926762491444,"Lost","CORDON",""
"5253",79,"1945-01-03","Senate","OR",200,"CORDON, Guy","C000774","1890-04-24",2,2,19977,54.694045174538,"Lost","CORDON",""
"5254",80,"1947-01-03","Senate","OR",200,"CORDON, Guy","C000774","1890-04-24",3,3,20707,56.6926762491444,"Lost","CORDON",""
"5255",81,"1949-01-03","Senate","OR",200,"CORDON, Guy","C000774","1890-04-24",4,4,21438,58.694045174538,"Lost","CORDON",""
"5256",82,"1951-01-03","Senate","OR",200,"CORDON, Guy","C000774","1890-04-24",5,5,22168,60.6926762491444,"Lost","CORDON",""
"5257",83,"1953-01-03","Senate","OR",200,"CORDON, Guy","C000774","1890-04-24",6,6,22899,62.694045174538,"Lost","CORDON",""
"5297",72,"1931-03-04","Senate","CO",100,"COSTIGAN, Edward Prentiss","C000797","1874-07-01",1,1,20699,56.6707734428474,"Missionary","COSTIGAN",""
"5298",73,"1933-03-04","Senate","CO",100,"COSTIGAN, Edward Prentiss","C000797","1874-07-01",2,2,21430,58.6721423682409,"Missionary","COSTIGAN",""
"5299",74,"1935-01-03","Senate","CO",100,"COSTIGAN, Edward Prentiss","C000797","1874-07-01",3,3,22100,60.5065023956194,"Missionary","COSTIGAN",""
"5310",84,"1955-01-03","Senate","NH",200,"COTTON, Norris H.","C000802","1900-05-11",5,1,19960,54.6475017111567,"Lost","COTTON",""
"5311",85,"1957-01-03","Senate","NH",200,"COTTON, Norris H.","C000802","1900-05-11",6,2,20691,56.6488706365503,"Lost","COTTON",""
"5312",86,"1959-01-03","Senate","NH",200,"COTTON, Norris H.","C000802","1900-05-11",7,3,21421,58.6475017111567,"Lost","COTTON",""
"5313",87,"1961-01-03","Senate","NH",200,"COTTON, Norris H.","C000802","1900-05-11",8,4,22152,60.6488706365503,"Lost","COTTON",""
"5314",88,"1963-01-03","Senate","NH",200,"COTTON, Norris H.","C000802","1900-05-11",9,5,22882,62.6475017111567,"Lost","COTTON",""
"5315",89,"1965-01-03","Senate","NH",200,"COTTON, Norris H.","C000802","1900-05-11",10,6,23613,64.6488706365503,"Lost","COTTON",""
"5316",90,"1967-01-03","Senate","NH",200,"COTTON, Norris H.","C000802","1900-05-11",11,7,24343,66.6475017111567,"Lost","COTTON",""
"5317",91,"1969-01-03","Senate","NH",200,"COTTON, Norris H.","C000802","1900-05-11",12,8,25074,68.6488706365503,"Lost","COTTON",""
"5318",92,"1971-01-03","Senate","NH",200,"COTTON, Norris H.","C000802","1900-05-11",13,9,25804,70.6475017111567,"Lost","COTTON",""
"5319",93,"1973-01-03","Senate","NH",200,"COTTON, Norris H.","C000802","1900-05-11",14,10,26535,72.6488706365503,"Lost","COTTON",""
"5320",94,"1975-01-03","Senate","NH",200,"COTTON, Norris H.","C000802","1900-05-11",15,11,27265,74.6475017111567,"Lost","COTTON",""
"5351",67,"1921-03-04","Senate","MI",200,"COUZENS, James","C000812","1872-08-26",1,1,17721,48.517453798768,"Missionary","COUZENS",""
"5352",68,"1923-03-04","Senate","MI",200,"COUZENS, James","C000812","1872-08-26",2,2,18451,50.5160848733744,"Missionary","COUZENS",""
"5353",69,"1925-03-04","Senate","MI",200,"COUZENS, James","C000812","1872-08-26",3,3,19182,52.517453798768,"Missionary","COUZENS",""
"5354",70,"1927-03-04","Senate","MI",200,"COUZENS, James","C000812","1872-08-26",4,4,19912,54.5160848733744,"Missionary","COUZENS",""
"5355",71,"1929-03-04","Senate","MI",200,"COUZENS, James","C000812","1872-08-26",5,5,20643,56.517453798768,"Missionary","COUZENS",""
"5356",72,"1931-03-04","Senate","MI",200,"COUZENS, James","C000812","1872-08-26",6,6,21373,58.5160848733744,"Missionary","COUZENS",""
"5357",73,"1933-03-04","Senate","MI",200,"COUZENS, James","C000812","1872-08-26",7,7,22104,60.517453798768,"Missionary","COUZENS",""
"5358",74,"1935-01-03","Senate","MI",200,"COUZENS, James","C000812","1872-08-26",8,8,22774,62.3518138261465,"Missionary","COUZENS",""
"5359",103,"1993-01-03","Senate","GA",200,"COVERDELL, Paul","C000813","1939-01-20",1,1,19707,53.9548254620123,"Silent","COVERDELL",""
"5360",104,"1995-01-03","Senate","GA",200,"COVERDELL, Paul","C000813","1939-01-20",2,2,20437,55.9534565366188,"Silent","COVERDELL",""
"5361",105,"1997-01-03","Senate","GA",200,"COVERDELL, Paul","C000813","1939-01-20",3,3,21168,57.9548254620123,"Silent","COVERDELL",""
"5362",106,"1999-01-03","Senate","GA",200,"COVERDELL, Paul","C000813","1939-01-20",4,4,21898,59.9534565366188,"Silent","COVERDELL",""
"5412",102,"1991-01-03","Senate","ID",200,"CRAIG, Larry Edwin","C000858","1945-07-20",6,1,16603,45.4565366187543,"Silent","CRAIG",""
"5413",103,"1993-01-03","Senate","ID",200,"CRAIG, Larry Edwin","C000858","1945-07-20",7,2,17334,47.4579055441478,"Silent","CRAIG",""
"5414",104,"1995-01-03","Senate","ID",200,"CRAIG, Larry Edwin","C000858","1945-07-20",8,3,18064,49.4565366187543,"Silent","CRAIG",""
"5415",105,"1997-01-03","Senate","ID",200,"CRAIG, Larry Edwin","C000858","1945-07-20",9,4,18795,51.4579055441478,"Silent","CRAIG",""
"5416",106,"1999-01-03","Senate","ID",200,"CRAIG, Larry Edwin","C000858","1945-07-20",10,5,19525,53.4565366187543,"Silent","CRAIG",""
"5417",107,"2001-01-03","Senate","ID",200,"CRAIG, Larry Edwin","C000858","1945-07-20",11,6,20256,55.4579055441478,"Silent","CRAIG",""
"5418",108,"2003-01-03","Senate","ID",200,"CRAIG, Larry Edwin","C000858","1945-07-20",12,7,20986,57.4565366187543,"Silent","CRAIG",""
"5419",109,"2005-01-03","Senate","ID",200,"CRAIG, Larry Edwin","C000858","1945-07-20",13,8,21717,59.4579055441478,"Silent","CRAIG",""
"5420",110,"2007-01-03","Senate","ID",200,"CRAIG, Larry Edwin","C000858","1945-07-20",14,9,22447,61.4565366187543,"Silent","CRAIG",""
"5469",91,"1969-01-03","Senate","CA",100,"CRANSTON, Alan","C000877","1914-06-19",1,1,19922,54.5434633812457,"Greatest","CRANSTON",""
"5470",92,"1971-01-03","Senate","CA",100,"CRANSTON, Alan","C000877","1914-06-19",2,2,20652,56.5420944558522,"Greatest","CRANSTON",""
"5471",93,"1973-01-03","Senate","CA",100,"CRANSTON, Alan","C000877","1914-06-19",3,3,21383,58.5434633812457,"Greatest","CRANSTON",""
"5472",94,"1975-01-03","Senate","CA",100,"CRANSTON, Alan","C000877","1914-06-19",4,4,22113,60.5420944558522,"Greatest","CRANSTON",""
"5473",95,"1977-01-03","Senate","CA",100,"CRANSTON, Alan","C000877","1914-06-19",5,5,22844,62.5434633812457,"Greatest","CRANSTON",""
"5474",96,"1979-01-03","Senate","CA",100,"CRANSTON, Alan","C000877","1914-06-19",6,6,23574,64.5420944558522,"Greatest","CRANSTON",""
"5475",97,"1981-01-03","Senate","CA",100,"CRANSTON, Alan","C000877","1914-06-19",7,7,24305,66.5434633812457,"Greatest","CRANSTON",""
"5476",98,"1983-01-03","Senate","CA",100,"CRANSTON, Alan","C000877","1914-06-19",8,8,25035,68.5420944558522,"Greatest","CRANSTON",""
"5477",99,"1985-01-03","Senate","CA",100,"CRANSTON, Alan","C000877","1914-06-19",9,9,25766,70.5434633812457,"Greatest","CRANSTON",""
"5478",100,"1987-01-03","Senate","CA",100,"CRANSTON, Alan","C000877","1914-06-19",10,10,26496,72.5420944558522,"Greatest","CRANSTON",""
"5479",101,"1989-01-03","Senate","CA",100,"CRANSTON, Alan","C000877","1914-06-19",11,11,27227,74.5434633812457,"Greatest","CRANSTON",""
"5480",102,"1991-01-03","Senate","CA",100,"CRANSTON, Alan","C000877","1914-06-19",12,12,27957,76.5420944558522,"Greatest","CRANSTON",""
"5484",106,"1999-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",4,1,17395,47.6249144421629,"Boomers","CRAPO",""
"5485",107,"2001-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",5,2,18126,49.6262833675565,"Boomers","CRAPO",""
"5486",108,"2003-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",6,3,18856,51.6249144421629,"Boomers","CRAPO",""
"5487",109,"2005-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",7,4,19587,53.6262833675565,"Boomers","CRAPO",""
"5488",110,"2007-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",8,5,20317,55.6249144421629,"Boomers","CRAPO",""
"5489",111,"2009-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",9,6,21048,57.6262833675565,"Boomers","CRAPO",""
"5490",112,"2011-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",10,7,21778,59.6249144421629,"Boomers","CRAPO",""
"5491",113,"2013-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",11,8,22509,61.6262833675565,"Boomers","CRAPO",""
"5492",114,"2015-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",12,9,23239,63.6249144421629,"Boomers","CRAPO",""
"5493",115,"2017-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",13,10,23970,65.6262833675565,"Boomers","CRAPO",""
"5494",116,"2019-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",14,11,24700,67.6249144421629,"Boomers","CRAPO",""
"5495",117,"2021-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",15,12,25431,69.6262833675565,"Boomers","CRAPO",""
"5496",118,"2023-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",16,13,26161,71.6249144421629,"Boomers","CRAPO",""
"5524",83,"1953-01-03","Senate","WY",200,"CRIPPA, Edward David","C000906","1899-04-08",1,1,19628,53.7385352498289,"Lost","CRIPPA",""
"5564",67,"1921-03-04","Senate","PA",200,"CROW, William Evans","C000938","1870-03-10",1,1,18621,50.9815195071869,"Missionary","CROW",""
"5597",66,"1919-03-04","Senate","TX",100,"CULBERSON, Charles Allen","C000963","1855-06-10",11,11,23277,63.7289527720739,"Progressive","CULBERSON",""
"5598",67,"1921-03-04","Senate","TX",100,"CULBERSON, Charles Allen","C000963","1855-06-10",12,12,24008,65.7303216974675,"Progressive","CULBERSON",""
"5626",94,"1975-01-03","Senate","IA",100,"CULVER, John Chester","C000979","1932-08-08",6,1,15488,42.403832991102,"Silent","CULVER",""
"5627",95,"1977-01-03","Senate","IA",100,"CULVER, John Chester","C000979","1932-08-08",7,2,16219,44.4052019164955,"Silent","CULVER",""
"5628",96,"1979-01-03","Senate","IA",100,"CULVER, John Chester","C000979","1932-08-08",8,3,16949,46.403832991102,"Silent","CULVER",""
"5647",66,"1919-03-04","Senate","IA",200,"CUMMINS, Albert Baird","C000988","1850-02-15",7,7,25218,69.0431211498973,"Progressive","CUMMINS",""
"5648",67,"1921-03-04","Senate","IA",200,"CUMMINS, Albert Baird","C000988","1850-02-15",8,8,25949,71.0444900752909,"Progressive","CUMMINS",""
"5649",68,"1923-03-04","Senate","IA",200,"CUMMINS, Albert Baird","C000988","1850-02-15",9,9,26679,73.0431211498973,"Progressive","CUMMINS",""
"5650",69,"1925-03-04","Senate","IA",200,"CUMMINS, Albert Baird","C000988","1850-02-15",10,10,27410,75.0444900752909,"Progressive","CUMMINS",""
"5703",84,"1955-01-03","Senate","NE",200,"CURTIS, Carl Thomas","C001006","1905-03-15",9,1,18191,49.8042436687201,"Greatest","CURTIS",""
"5704",85,"1957-01-03","Senate","NE",200,"CURTIS, Carl Thomas","C001006","1905-03-15",10,2,18922,51.8056125941136,"Greatest","CURTIS",""
"5705",86,"1959-01-03","Senate","NE",200,"CURTIS, Carl Thomas","C001006","1905-03-15",11,3,19652,53.8042436687201,"Greatest","CURTIS",""
"5706",87,"1961-01-03","Senate","NE",200,"CURTIS, Carl Thomas","C001006","1905-03-15",12,4,20383,55.8056125941136,"Greatest","CURTIS",""
"5707",88,"1963-01-03","Senate","NE",200,"CURTIS, Carl Thomas","C001006","1905-03-15",13,5,21113,57.80424366872,"Greatest","CURTIS",""
"5708",89,"1965-01-03","Senate","NE",200,"CURTIS, Carl Thomas","C001006","1905-03-15",14,6,21844,59.8056125941136,"Greatest","CURTIS",""
"5709",90,"1967-01-03","Senate","NE",200,"CURTIS, Carl Thomas","C001006","1905-03-15",15,7,22574,61.80424366872,"Greatest","CURTIS",""
"5710",91,"1969-01-03","Senate","NE",200,"CURTIS, Carl Thomas","C001006","1905-03-15",16,8,23305,63.8056125941136,"Greatest","CURTIS",""
"5711",92,"1971-01-03","Senate","NE",200,"CURTIS, Carl Thomas","C001006","1905-03-15",17,9,24035,65.80424366872,"Greatest","CURTIS",""
"5712",93,"1973-01-03","Senate","NE",200,"CURTIS, Carl Thomas","C001006","1905-03-15",18,10,24766,67.8056125941136,"Greatest","CURTIS",""
"5713",94,"1975-01-03","Senate","NE",200,"CURTIS, Carl Thomas","C001006","1905-03-15",19,11,25496,69.80424366872,"Greatest","CURTIS",""
"5714",95,"1977-01-03","Senate","NE",200,"CURTIS, Carl Thomas","C001006","1905-03-15",20,12,26227,71.8056125941136,"Greatest","CURTIS",""
"5715",66,"1919-03-04","Senate","KS",200,"CURTIS, Charles","C001008","1860-01-25",13,6,21587,59.1019849418207,"Missionary","CURTIS",""
"5716",67,"1921-03-04","Senate","KS",200,"CURTIS, Charles","C001008","1860-01-25",14,7,22318,61.1033538672142,"Missionary","CURTIS",""
"5717",68,"1923-03-04","Senate","KS",200,"CURTIS, Charles","C001008","1860-01-25",15,8,23048,63.1019849418207,"Missionary","CURTIS",""
"5718",69,"1925-03-04","Senate","KS",200,"CURTIS, Charles","C001008","1860-01-25",16,9,23779,65.1033538672142,"Missionary","CURTIS",""
"5719",70,"1927-03-04","Senate","KS",200,"CURTIS, Charles","C001008","1860-01-25",17,10,24509,67.1019849418207,"Missionary","CURTIS",""
"5734",70,"1927-03-04","Senate","NM",200,"CUTTING, Bronson Murray","C001028","1888-06-23",1,1,14132,38.6913073237509,"Lost","CUTTING",""
"5735",71,"1929-03-04","Senate","NM",200,"CUTTING, Bronson Murray","C001028","1888-06-23",2,2,14863,40.6926762491444,"Lost","CUTTING",""
"5736",72,"1931-03-04","Senate","NM",200,"CUTTING, Bronson Murray","C001028","1888-06-23",3,3,15593,42.6913073237509,"Lost","CUTTING",""
"5737",73,"1933-03-04","Senate","NM",200,"CUTTING, Bronson Murray","C001028","1888-06-23",4,4,16324,44.6926762491444,"Lost","CUTTING",""
"5738",74,"1935-01-03","Senate","NM",200,"CUTTING, Bronson Murray","C001028","1888-06-23",5,5,16994,46.5270362765229,"Lost","CUTTING",""
"5739",105,"1997-01-03","Senate","GA",100,"CLELAND, Joseph Maxwell (Max)","C001034","1942-08-24",1,1,19856,54.362765229295,"Silent","CLELAND",""
"5740",106,"1999-01-03","Senate","GA",100,"CLELAND, Joseph Maxwell (Max)","C001034","1942-08-24",2,2,20586,56.3613963039014,"Silent","CLELAND",""
