"","Country","Female","Ideo","ClimConcen","ClimSerious","Tech","SupportParis","WhenHarm","PesonalHarm","WorryType","RichPay","WomensRights","Edu","StandIncome","ClimStand","GDPPC","Diffs"
"12016","Germany",1,5,4,3,0,1,1,3,"Rising sea levels",1,4,12,0.623552316011864,-0.440039358996632,44469.9,0.253906649311203
"12017","Germany",0,4,4,4,0,1,1,3,"Droughts or water shortages",1,4,17,0,0.806206591320783,44469.9,0.253906649311203
"12018","Germany",1,7,3,4,0,1,2,3,"Rising sea levels",1,4,12,-0.632756040233441,0.806206591320783,44469.9,0.253906649311203
"12019","Germany",1,4,4,4,0,1,2,3,"Severe weather, like floods or intense storms",1,4,10,0,0.806206591320783,44469.9,0.253906649311203
"12020","Germany",0,3,3,4,1,1,2,2,"Droughts or water shortages",1,4,12,0.204782863930096,0.806206591320783,44469.9,0.253906649311203
"12021","Germany",1,4,2,3,0,1,1,3,"Severe weather, like floods or intense storms",1,4,13,-0.213986588151673,-0.440039358996632,44469.9,0.253906649311203
"12022","Germany",0,4,4,4,0,1,1,4,"Droughts or water shortages",0,4,14,-1.05152549231521,0.806206591320783,44469.9,0.253906649311203
"12023","Germany",1,2,3,1,0,1,NA,1,"Droughts or water shortages",1,4,11,-0.213986588151673,-2.93253125963146,44469.9,0.253906649311203
"12024","Germany",0,5,3,3,0,1,1,1,"Droughts or water shortages",0,4,13,0.623552316011864,-0.440039358996632,44469.9,0.253906649311203
"12025","Germany",0,4,3,4,0,1,3,4,"Rising sea levels",0,4,12,0.204782863930096,0.806206591320783,44469.9,0.253906649311203
"12026","Germany",0,4,2,3,1,1,3,2,"Droughts or water shortages",0,4,15,-1.47029494439698,-0.440039358996632,44469.9,0.253906649311203
"12027","Germany",1,4,3,3,0,1,2,2,"Severe weather, like floods or intense storms",1,4,13,0.204782863930096,-0.440039358996632,44469.9,0.253906649311203
"12028","Germany",0,4,3,4,0,1,1,4,"Long periods of unusually hot weather",0,4,17,0.623552316011864,0.806206591320783,44469.9,0.253906649311203
"12029","Germany",1,4,3,4,0,1,1,3,"Long periods of unusually hot weather",1,4,12,-0.632756040233441,0.806206591320783,44469.9,0.253906649311203
"12030","Germany",1,4,3,3,0,1,1,3,"Severe weather, like floods or intense storms",1,4,10,1.04232176809363,-0.440039358996632,44469.9,0.253906649311203
"12031","Germany",0,7,3,4,0,1,NA,3,"Severe weather, like floods or intense storms",0,4,10,-0.213986588151673,0.806206591320783,44469.9,0.253906649311203
"12032","Germany",1,3,4,4,0,1,1,3,"Severe weather, like floods or intense storms",1,4,15,0,0.806206591320783,44469.9,0.253906649311203
"12033","Germany",1,4,2,2,0,1,2,1,"Droughts or water shortages",1,4,15,-1.05152549231521,-1.68628530931405,44469.9,0.253906649311203
"12034","Germany",0,4,2,2,NA,0,3,1,"Droughts or water shortages",0,4,21,-0.213986588151673,-1.68628530931405,44469.9,0.253906649311203
"12035","Germany",0,4,3,3,0,1,1,3,"Severe weather, like floods or intense storms",0,4,11,-0.632756040233441,-0.440039358996632,44469.9,0.253906649311203
"12036","Germany",0,4,4,3,0,1,1,2,"Droughts or water shortages",1,4,17,-0.632756040233441,-0.440039358996632,44469.9,0.253906649311203
"12037","Germany",0,5,4,4,0,1,1,3,"Severe weather, like floods or intense storms",0,4,18,1.04232176809363,0.806206591320783,44469.9,0.253906649311203
"12038","Germany",1,4,3,3,0,1,1,3,"Long periods of unusually hot weather",1,3,13,0.623552316011864,-0.440039358996632,44469.9,0.253906649311203
"12039","Germany",1,NA,4,4,0,1,1,4,"Droughts or water shortages",1,4,12,-1.05152549231521,0.806206591320783,44469.9,0.253906649311203
"12040","Germany",0,3,3,4,0,1,1,2,"Droughts or water shortages",1,4,19,1.04232176809363,0.806206591320783,44469.9,0.253906649311203
"12041","Germany",0,NA,4,4,NA,1,1,3,"Severe weather, like floods or intense storms",0,4,17,0,0.806206591320783,44469.9,0.253906649311203
"12042","Germany",1,4,3,4,0,1,1,3,"Droughts or water shortages",1,4,10,1.04232176809363,0.806206591320783,44469.9,0.253906649311203
"12043","Germany",0,4,3,3,0,1,2,1,NA,1,4,10,-1.05152549231521,-0.440039358996632,44469.9,0.253906649311203
"12044","Germany",0,4,3,4,NA,1,1,1,"Droughts or water shortages",NA,4,10,-1.05152549231521,0.806206591320783,44469.9,0.253906649311203
"12045","Germany",0,4,2,2,1,1,1,2,"Droughts or water shortages",0,4,18,1.4610912201754,-1.68628530931405,44469.9,0.253906649311203
"12046","Germany",1,4,3,4,0,1,1,4,"Severe weather, like floods or intense storms",1,4,11,-0.632756040233441,0.806206591320783,44469.9,0.253906649311203
"12047","Germany",1,4,2,2,NA,1,2,2,"Severe weather, like floods or intense storms",1,3,10,-1.05152549231521,-1.68628530931405,44469.9,0.253906649311203
"12048","Germany",0,NA,4,3,0,1,1,4,"Droughts or water shortages",1,4,10,-1.05152549231521,-0.440039358996632,44469.9,0.253906649311203
"12049","Germany",0,3,1,2,1,0,4,1,"Climate change does not exist (Volunteered)",NA,4,19,0.204782863930096,-1.68628530931405,44469.9,0.253906649311203
"12050","Germany",0,4,4,4,0,1,1,4,"Severe weather, like floods or intense storms",1,3,9,-1.05152549231521,0.806206591320783,44469.9,0.253906649311203
"12051","Germany",0,4,3,3,0,1,2,3,"Severe weather, like floods or intense storms",1,4,9,-0.213986588151673,-0.440039358996632,44469.9,0.253906649311203
"12052","Germany",1,7,3,2,1,1,4,2,"Climate change does not exist (Volunteered)",0,2,8,-0.632756040233441,-1.68628530931405,44469.9,0.253906649311203
"12053","Germany",1,NA,4,4,0,1,2,4,"Droughts or water shortages",0,4,14,-0.213986588151673,0.806206591320783,44469.9,0.253906649311203
"12054","Germany",1,4,4,4,0,1,1,2,"Severe weather, like floods or intense storms",0,4,11,1.04232176809363,0.806206591320783,44469.9,0.253906649311203
"12055","Germany",1,7,4,4,0,1,1,4,"Droughts or water shortages",1,4,11,0,0.806206591320783,44469.9,0.253906649311203
"12056","Germany",1,4,4,4,NA,1,1,2,"Droughts or water shortages",0,4,23,0,0.806206591320783,44469.9,0.253906649311203
"12057","Germany",0,4,3,4,0,1,1,3,"Droughts or water shortages",1,4,13,-0.632756040233441,0.806206591320783,44469.9,0.253906649311203
"12058","Germany",0,5,2,2,1,1,4,2,"Droughts or water shortages",0,4,15,0.623552316011864,-1.68628530931405,44469.9,0.253906649311203
"12059","Germany",1,7,3,4,0,0,1,3,"Long periods of unusually hot weather",1,4,12,-0.632756040233441,0.806206591320783,44469.9,0.253906649311203
"12060","Germany",0,4,4,4,0,1,2,2,"Severe weather, like floods or intense storms",1,4,14,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12061","Germany",1,4,3,3,0,1,1,1,"Droughts or water shortages",0,4,12,-0.632756040233441,-0.440039358996632,44469.9,0.253906649311203
"12062","Germany",1,4,3,3,0,1,1,2,"Droughts or water shortages",1,4,12,-1.47029494439698,-0.440039358996632,44469.9,0.253906649311203
"12063","Germany",1,4,4,4,0,1,1,3,"Droughts or water shortages",0,4,20,-0.632756040233441,0.806206591320783,44469.9,0.253906649311203
"12064","Germany",0,4,3,3,0,1,1,3,"Droughts or water shortages",1,3,14,-0.213986588151673,-0.440039358996632,44469.9,0.253906649311203
"12065","Germany",1,3,4,4,0,1,1,2,"Severe weather, like floods or intense storms",1,4,10,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12066","Germany",0,4,4,4,0,1,2,4,"Droughts or water shortages",0,4,15,-1.05152549231521,0.806206591320783,44469.9,0.253906649311203
"12067","Germany",0,NA,4,4,0,1,1,3,"Rising sea levels",0,4,12,-1.47029494439698,0.806206591320783,44469.9,0.253906649311203
"12068","Germany",0,2,4,4,0,1,1,2,"Rising sea levels",1,4,20,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12069","Germany",0,4,3,4,0,NA,2,4,"Don't know",1,4,13,-0.213986588151673,0.806206591320783,44469.9,0.253906649311203
"12070","Germany",1,4,4,4,0,0,3,4,"Rising sea levels",0,4,13,-0.213986588151673,0.806206591320783,44469.9,0.253906649311203
"12071","Germany",1,NA,3,4,0,1,1,4,"Droughts or water shortages",0,4,10,-0.632756040233441,0.806206591320783,44469.9,0.253906649311203
"12072","Germany",1,4,4,4,0,1,1,4,"Droughts or water shortages",NA,4,13,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12073","Germany",0,3,2,3,0,1,1,2,"Severe weather, like floods or intense storms",1,4,13,1.4610912201754,-0.440039358996632,44469.9,0.253906649311203
"12074","Germany",1,3,3,3,0,1,1,2,"Droughts or water shortages",0,4,14,1.04232176809363,-0.440039358996632,44469.9,0.253906649311203
"12075","Germany",1,5,2,3,1,1,1,2,"Rising sea levels",0,4,15,0.204782863930096,-0.440039358996632,44469.9,0.253906649311203
"12076","Germany",1,NA,3,3,0,1,3,1,"Droughts or water shortages",1,4,9,0,-0.440039358996632,44469.9,0.253906649311203
"12077","Germany",1,5,4,4,0,1,1,4,"Severe weather, like floods or intense storms",1,4,20,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12078","Germany",0,4,3,4,0,1,2,2,"Droughts or water shortages",1,4,15,1.04232176809363,0.806206591320783,44469.9,0.253906649311203
"12079","Germany",1,5,3,3,0,1,1,3,"Severe weather, like floods or intense storms",1,4,18,-0.213986588151673,-0.440039358996632,44469.9,0.253906649311203
"12080","Germany",1,4,2,2,0,0,3,2,"Severe weather, like floods or intense storms",0,4,14,1.4610912201754,-1.68628530931405,44469.9,0.253906649311203
"12081","Germany",1,3,4,4,0,1,1,3,"Droughts or water shortages",0,4,17,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12082","Germany",0,5,3,4,0,1,2,2,"Droughts or water shortages",1,4,10,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12083","Germany",1,4,3,3,0,1,1,2,"Droughts or water shortages",1,4,12,-1.05152549231521,-0.440039358996632,44469.9,0.253906649311203
"12084","Germany",1,3,3,4,0,1,1,3,"Rising sea levels",1,4,5,-1.47029494439698,0.806206591320783,44469.9,0.253906649311203
"12085","Germany",1,5,3,4,0,1,1,4,"Severe weather, like floods or intense storms",NA,4,16,1.04232176809363,0.806206591320783,44469.9,0.253906649311203
"12086","Germany",1,4,3,3,0,1,1,3,"Droughts or water shortages",0,4,14,0.204782863930096,-0.440039358996632,44469.9,0.253906649311203
"12087","Germany",0,5,2,3,1,1,2,1,"Severe weather, like floods or intense storms",0,4,13,1.04232176809363,-0.440039358996632,44469.9,0.253906649311203
"12088","Germany",0,4,3,4,1,1,1,2,"Droughts or water shortages",1,4,18,-1.47029494439698,0.806206591320783,44469.9,0.253906649311203
"12089","Germany",1,4,1,3,0,1,1,1,"Climate change does not exist (Volunteered)",0,4,18,-0.213986588151673,-0.440039358996632,44469.9,0.253906649311203
"12090","Germany",1,4,3,4,0,1,1,2,"Droughts or water shortages",1,4,20,0.204782863930096,0.806206591320783,44469.9,0.253906649311203
"12091","Germany",0,3,3,3,0,1,1,2,"Droughts or water shortages",1,4,13,1.04232176809363,-0.440039358996632,44469.9,0.253906649311203
"12092","Germany",1,NA,3,3,0,1,1,3,"Don't know",0,4,18,1.4610912201754,-0.440039358996632,44469.9,0.253906649311203
"12093","Germany",0,3,4,4,0,1,1,3,"Rising sea levels",1,4,13,0.623552316011864,0.806206591320783,44469.9,0.253906649311203
"12094","Germany",0,4,4,4,0,1,1,4,"Droughts or water shortages",0,4,11,-1.05152549231521,0.806206591320783,44469.9,0.253906649311203
"12095","Germany",0,4,4,3,0,1,3,2,"Droughts or water shortages",0,4,14,-0.213986588151673,-0.440039358996632,44469.9,0.253906649311203
"12096","Germany",1,5,4,4,0,1,1,3,"Rising sea levels",0,4,13,-0.632756040233441,0.806206591320783,44469.9,0.253906649311203
"12097","Germany",1,4,4,4,1,1,2,3,"Severe weather, like floods or intense storms",1,4,12,-1.47029494439698,0.806206591320783,44469.9,0.253906649311203
"12098","Germany",1,4,3,3,0,1,1,3,"Severe weather, like floods or intense storms",1,4,15,0.623552316011864,-0.440039358996632,44469.9,0.253906649311203
"12099","Germany",0,5,3,4,1,1,1,2,"Severe weather, like floods or intense storms",0,4,16,0,0.806206591320783,44469.9,0.253906649311203
"12100","Germany",0,4,4,4,0,1,1,4,"Severe weather, like floods or intense storms",0,4,17,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12101","Germany",1,2,4,4,0,1,1,3,"Severe weather, like floods or intense storms",1,4,14,-0.213986588151673,0.806206591320783,44469.9,0.253906649311203
"12102","Germany",1,3,4,4,0,1,1,4,"Droughts or water shortages",1,4,18,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12103","Germany",0,6,4,4,0,1,2,3,"Long periods of unusually hot weather",1,4,18,0.623552316011864,0.806206591320783,44469.9,0.253906649311203
"12104","Germany",1,4,3,4,0,1,1,4,"Rising sea levels",0,4,21,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12105","Germany",0,4,4,4,0,1,1,2,"Severe weather, like floods or intense storms",0,4,16,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12106","Germany",0,4,2,2,0,1,1,1,"Rising sea levels",1,4,17,-0.213986588151673,-1.68628530931405,44469.9,0.253906649311203
"12107","Germany",0,3,2,2,0,1,1,1,"Droughts or water shortages",0,4,13,0.204782863930096,-1.68628530931405,44469.9,0.253906649311203
"12108","Germany",1,4,4,4,0,1,1,4,"Droughts or water shortages",0,4,16,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12109","Germany",0,4,3,2,0,1,3,2,"Long periods of unusually hot weather",1,4,13,1.04232176809363,-1.68628530931405,44469.9,0.253906649311203
"12110","Germany",1,NA,3,4,0,1,1,3,"Rising sea levels",0,4,13,-1.05152549231521,0.806206591320783,44469.9,0.253906649311203
"12111","Germany",1,4,3,4,0,1,1,4,"Droughts or water shortages",1,4,15,-0.632756040233441,0.806206591320783,44469.9,0.253906649311203
"12112","Germany",0,4,3,4,0,1,1,2,"Severe weather, like floods or intense storms",1,4,19,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12113","Germany",0,4,2,2,1,1,2,1,"Long periods of unusually hot weather",0,4,15,-0.632756040233441,-1.68628530931405,44469.9,0.253906649311203
"12114","Germany",0,6,4,4,0,1,1,4,NA,1,4,10,-0.213986588151673,0.806206591320783,44469.9,0.253906649311203
"12115","Germany",0,4,1,1,NA,1,3,1,"Rising sea levels",1,4,10,-0.632756040233441,-2.93253125963146,44469.9,0.253906649311203
"12116","Germany",1,4,3,4,0,1,3,3,"Droughts or water shortages",1,4,14,-0.213986588151673,0.806206591320783,44469.9,0.253906649311203
"12117","Germany",1,2,3,4,0,1,3,1,"Long periods of unusually hot weather",0,4,7,-1.47029494439698,0.806206591320783,44469.9,0.253906649311203
"12118","Germany",1,3,3,4,0,1,1,2,"Droughts or water shortages",1,3,13,-1.05152549231521,0.806206591320783,44469.9,0.253906649311203
"12119","Germany",1,1,3,3,NA,1,1,4,"Severe weather, like floods or intense storms",1,4,15,0.204782863930096,-0.440039358996632,44469.9,0.253906649311203
"12120","Germany",1,5,2,2,NA,1,4,1,"Droughts or water shortages",1,4,15,-0.213986588151673,-1.68628530931405,44469.9,0.253906649311203
"12121","Germany",1,4,4,4,0,1,1,3,"Severe weather, like floods or intense storms",1,4,17,-0.213986588151673,0.806206591320783,44469.9,0.253906649311203
"12122","Germany",0,4,3,3,0,1,1,2,"Droughts or water shortages",1,4,19,0,-0.440039358996632,44469.9,0.253906649311203
"12123","Germany",1,4,3,4,0,1,1,3,"Rising sea levels",1,4,11,-0.213986588151673,0.806206591320783,44469.9,0.253906649311203
"12124","Germany",1,4,3,3,0,1,1,2,"Droughts or water shortages",1,4,17,0,-0.440039358996632,44469.9,0.253906649311203
"12125","Germany",0,4,4,4,0,1,2,3,"Severe weather, like floods or intense storms",0,4,17,0,0.806206591320783,44469.9,0.253906649311203
"12126","Germany",1,1,4,4,0,1,1,4,"Rising sea levels",NA,4,10,-1.47029494439698,0.806206591320783,44469.9,0.253906649311203
"12127","Germany",1,3,3,3,0,1,1,3,"Droughts or water shortages",0,4,9,-0.213986588151673,-0.440039358996632,44469.9,0.253906649311203
"12128","Germany",0,5,2,2,1,1,3,2,"Droughts or water shortages",1,4,19,0,-1.68628530931405,44469.9,0.253906649311203
"12129","Germany",1,4,4,4,0,1,1,4,"Droughts or water shortages",1,4,18,0,0.806206591320783,44469.9,0.253906649311203
"12130","Germany",1,4,3,3,0,1,1,2,"Droughts or water shortages",1,4,16,0.623552316011864,-0.440039358996632,44469.9,0.253906649311203
"12131","Germany",1,4,3,4,0,1,1,3,"Long periods of unusually hot weather",1,4,13,0.623552316011864,0.806206591320783,44469.9,0.253906649311203
"12132","Germany",1,3,3,3,1,1,1,3,"Droughts or water shortages",1,4,17,0.204782863930096,-0.440039358996632,44469.9,0.253906649311203
"12133","Germany",1,4,3,3,0,1,1,2,"Severe weather, like floods or intense storms",0,4,13,-0.632756040233441,-0.440039358996632,44469.9,0.253906649311203
"12134","Germany",1,4,3,4,NA,1,2,2,"Severe weather, like floods or intense storms",1,4,10,-0.632756040233441,0.806206591320783,44469.9,0.253906649311203
"12135","Germany",0,4,4,4,0,1,1,4,"Rising sea levels",0,4,17,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12136","Germany",0,NA,3,3,0,1,3,3,"Rising sea levels",0,4,15,1.4610912201754,-0.440039358996632,44469.9,0.253906649311203
"12137","Germany",0,5,1,1,1,0,4,1,"Don't know",0,4,18,-0.213986588151673,-2.93253125963146,44469.9,0.253906649311203
"12138","Germany",1,4,3,4,0,1,2,4,"Droughts or water shortages",0,4,14,-1.47029494439698,0.806206591320783,44469.9,0.253906649311203
"12139","Germany",1,3,4,4,0,1,1,3,"Droughts or water shortages",1,4,16,0.204782863930096,0.806206591320783,44469.9,0.253906649311203
"12140","Germany",0,5,2,4,1,0,3,1,"Droughts or water shortages",1,4,11,-0.213986588151673,0.806206591320783,44469.9,0.253906649311203
"12141","Germany",0,4,3,4,0,1,1,3,"Droughts or water shortages",1,4,12,-0.632756040233441,0.806206591320783,44469.9,0.253906649311203
"12142","Germany",1,5,4,4,0,0,3,3,"Rising sea levels",1,4,9,0.204782863930096,0.806206591320783,44469.9,0.253906649311203
"12143","Germany",0,3,4,4,0,1,1,4,"Droughts or water shortages",1,4,10,-0.632756040233441,0.806206591320783,44469.9,0.253906649311203
"12144","Germany",0,4,4,4,1,1,1,3,"Long periods of unusually hot weather",1,4,15,0.204782863930096,0.806206591320783,44469.9,0.253906649311203
"12145","Germany",1,4,2,3,0,1,3,3,"Droughts or water shortages",1,4,18,-0.213986588151673,-0.440039358996632,44469.9,0.253906649311203
"12146","Germany",1,4,4,3,0,1,1,2,"Severe weather, like floods or intense storms",0,4,13,0,-0.440039358996632,44469.9,0.253906649311203
"12147","Germany",0,5,2,3,1,1,2,2,"Long periods of unusually hot weather",1,4,12,1.04232176809363,-0.440039358996632,44469.9,0.253906649311203
"12148","Germany",0,3,3,4,0,1,1,3,"Droughts or water shortages",1,4,16,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12149","Germany",0,2,4,4,0,1,1,3,"Droughts or water shortages",1,4,18,0.204782863930096,0.806206591320783,44469.9,0.253906649311203
"12150","Germany",1,4,1,3,0,0,2,1,"Droughts or water shortages",0,4,16,1.4610912201754,-0.440039358996632,44469.9,0.253906649311203
"12151","Germany",1,5,3,3,0,1,3,2,"Severe weather, like floods or intense storms",1,4,10,1.04232176809363,-0.440039358996632,44469.9,0.253906649311203
"12152","Germany",0,5,4,4,1,1,1,3,"Severe weather, like floods or intense storms",1,4,10,-1.47029494439698,0.806206591320783,44469.9,0.253906649311203
"12153","Germany",0,1,3,3,0,1,2,3,"Rising sea levels",0,4,18,1.04232176809363,-0.440039358996632,44469.9,0.253906649311203
"12154","Germany",0,5,2,2,NA,0,1,3,"Droughts or water shortages",0,4,16,1.04232176809363,-1.68628530931405,44469.9,0.253906649311203
"12155","Germany",1,4,3,4,0,0,2,3,"Rising sea levels",0,4,13,-1.47029494439698,0.806206591320783,44469.9,0.253906649311203
"12156","Germany",1,NA,4,4,0,1,1,2,"Droughts or water shortages",1,4,16,-0.632756040233441,0.806206591320783,44469.9,0.253906649311203
"12157","Germany",1,NA,4,4,0,1,1,4,"Severe weather, like floods or intense storms",0,4,15,0,0.806206591320783,44469.9,0.253906649311203
"12158","Germany",0,5,3,3,1,1,1,1,"Rising sea levels",1,4,17,1.4610912201754,-0.440039358996632,44469.9,0.253906649311203
"12159","Germany",1,NA,2,3,0,1,2,2,"Droughts or water shortages",1,3,10,-0.632756040233441,-0.440039358996632,44469.9,0.253906649311203
"12160","Germany",0,4,4,4,0,1,1,3,"Severe weather, like floods or intense storms",1,4,13,1.04232176809363,0.806206591320783,44469.9,0.253906649311203
"12161","Germany",0,4,3,4,1,1,2,2,"Rising sea levels",0,4,17,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12162","Germany",0,4,3,3,1,1,1,2,"Rising sea levels",0,4,20,-1.88906439647875,-0.440039358996632,44469.9,0.253906649311203
"12163","Germany",1,4,3,3,0,1,3,2,"Droughts or water shortages",1,4,14,-1.05152549231521,-0.440039358996632,44469.9,0.253906649311203
"12164","Germany",1,4,4,3,0,1,2,3,"Droughts or water shortages",1,4,10,-0.632756040233441,-0.440039358996632,44469.9,0.253906649311203
"12165","Germany",1,4,3,4,0,1,2,3,"Severe weather, like floods or intense storms",1,4,16,0,0.806206591320783,44469.9,0.253906649311203
"12166","Germany",1,4,4,4,0,1,1,4,"Droughts or water shortages",1,4,11,-1.05152549231521,0.806206591320783,44469.9,0.253906649311203
"12167","Germany",0,2,4,4,0,1,1,3,"Severe weather, like floods or intense storms",1,4,20,0,0.806206591320783,44469.9,0.253906649311203
"12168","Germany",1,4,2,3,NA,0,4,3,"Severe weather, like floods or intense storms",1,4,8,-1.88906439647875,-0.440039358996632,44469.9,0.253906649311203
"12169","Germany",0,4,4,4,0,1,1,1,"Droughts or water shortages",0,4,20,0.623552316011864,0.806206591320783,44469.9,0.253906649311203
"12170","Germany",0,4,4,4,0,1,1,2,"Droughts or water shortages",1,4,18,1.04232176809363,0.806206591320783,44469.9,0.253906649311203
"12171","Germany",1,5,3,3,0,1,1,2,"Droughts or water shortages",1,4,10,-0.632756040233441,-0.440039358996632,44469.9,0.253906649311203
"12172","Germany",0,6,1,2,0,0,3,1,"Droughts or water shortages",0,2,10,0.204782863930096,-1.68628530931405,44469.9,0.253906649311203
"12173","Germany",1,4,4,4,0,1,1,2,"Rising sea levels",1,4,17,0,0.806206591320783,44469.9,0.253906649311203
"12174","Germany",0,4,1,4,0,1,1,4,"Severe weather, like floods or intense storms",1,1,10,-0.213986588151673,0.806206591320783,44469.9,0.253906649311203
"12175","Germany",1,4,4,4,0,1,1,3,"Severe weather, like floods or intense storms",1,4,15,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12176","Germany",1,5,4,4,0,1,1,3,"Droughts or water shortages",0,4,18,-1.05152549231521,0.806206591320783,44469.9,0.253906649311203
"12177","Germany",0,4,3,3,1,1,2,2,"Rising sea levels",0,4,15,1.04232176809363,-0.440039358996632,44469.9,0.253906649311203
"12178","Germany",0,3,3,3,0,1,2,3,"Long periods of unusually hot weather",0,4,16,-1.05152549231521,-0.440039358996632,44469.9,0.253906649311203
"12179","Germany",1,NA,2,4,0,0,NA,NA,"Severe weather, like floods or intense storms",NA,4,10,0.623552316011864,0.806206591320783,44469.9,0.253906649311203
"12180","Germany",1,4,1,1,1,0,4,1,NA,NA,3,18,-1.47029494439698,-2.93253125963146,44469.9,0.253906649311203
"12181","Germany",1,4,3,1,NA,1,4,2,"Droughts or water shortages",NA,4,16,1.4610912201754,-2.93253125963146,44469.9,0.253906649311203
"12182","Germany",1,3,4,4,0,1,1,4,"Rising sea levels",1,4,14,-1.05152549231521,0.806206591320783,44469.9,0.253906649311203
"12183","Germany",0,4,4,3,0,1,1,3,"Severe weather, like floods or intense storms",1,4,15,0.204782863930096,-0.440039358996632,44469.9,0.253906649311203
"12184","Germany",0,4,4,3,1,1,2,2,"Droughts or water shortages",0,4,12,-0.632756040233441,-0.440039358996632,44469.9,0.253906649311203
"12185","Germany",0,4,2,2,1,1,1,1,"Droughts or water shortages",1,4,8,-1.05152549231521,-1.68628530931405,44469.9,0.253906649311203
"12186","Germany",0,4,4,3,1,1,1,3,"Severe weather, like floods or intense storms",1,4,15,0,-0.440039358996632,44469.9,0.253906649311203
"12187","Germany",0,4,2,2,1,1,1,2,"Droughts or water shortages",0,4,13,1.04232176809363,-1.68628530931405,44469.9,0.253906649311203
"12188","Germany",0,4,2,4,1,1,1,3,"Rising sea levels",1,4,18,-1.05152549231521,0.806206591320783,44469.9,0.253906649311203
"12189","Germany",0,3,4,3,0,1,1,3,"Droughts or water shortages",1,4,25,-0.213986588151673,-0.440039358996632,44469.9,0.253906649311203
"12190","Germany",0,6,4,4,0,1,1,4,"Long periods of unusually hot weather",1,4,16,-1.05152549231521,0.806206591320783,44469.9,0.253906649311203
"12191","Germany",0,2,4,4,0,1,1,3,"Droughts or water shortages",0,4,14,-0.213986588151673,0.806206591320783,44469.9,0.253906649311203
"12192","Germany",0,4,3,4,0,0,1,3,"Severe weather, like floods or intense storms",1,3,9,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12193","Germany",1,4,3,3,0,1,1,3,"Rising sea levels",0,4,17,-0.632756040233441,-0.440039358996632,44469.9,0.253906649311203
"12194","Germany",1,5,4,4,1,1,1,3,"Droughts or water shortages",1,4,16,-1.47029494439698,0.806206591320783,44469.9,0.253906649311203
"12195","Germany",0,6,3,4,0,1,2,2,"Severe weather, like floods or intense storms",1,4,13,0.204782863930096,0.806206591320783,44469.9,0.253906649311203
"12196","Germany",0,4,4,4,NA,1,2,1,"Severe weather, like floods or intense storms",1,4,15,-1.05152549231521,0.806206591320783,44469.9,0.253906649311203
"12197","Germany",1,4,3,3,0,1,1,2,"Droughts or water shortages",1,4,8,-0.632756040233441,-0.440039358996632,44469.9,0.253906649311203
"12198","Germany",1,6,4,4,0,1,1,3,"Severe weather, like floods or intense storms",1,4,13,-1.47029494439698,0.806206591320783,44469.9,0.253906649311203
"12199","Germany",0,5,4,4,0,1,1,3,"Droughts or water shortages",1,4,16,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12200","Germany",0,3,3,3,0,1,2,3,"Droughts or water shortages",1,4,12,-1.05152549231521,-0.440039358996632,44469.9,0.253906649311203
"12201","Germany",0,2,4,4,0,1,1,3,NA,NA,4,15,-0.213986588151673,0.806206591320783,44469.9,0.253906649311203
"12202","Germany",0,4,3,4,0,1,1,2,"Severe weather, like floods or intense storms",1,4,20,0.204782863930096,0.806206591320783,44469.9,0.253906649311203
"12203","Germany",0,3,3,4,0,1,1,2,"Droughts or water shortages",1,4,18,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
"12204","Germany",0,3,3,4,0,1,1,2,"Long periods of unusually hot weather",1,4,19,0.204782863930096,0.806206591320783,44469.9,0.253906649311203
"12205","Germany",0,4,4,4,0,1,1,3,"Droughts or water shortages",1,4,14,0.204782863930096,0.806206591320783,44469.9,0.253906649311203
"12206","Germany",0,3,4,4,0,1,1,3,"Droughts or water shortages",1,4,17,0.204782863930096,0.806206591320783,44469.9,0.253906649311203
"12207","Germany",1,3,3,3,0,1,1,3,"Droughts or water shortages",1,4,17,1.4610912201754,-0.440039358996632,44469.9,0.253906649311203
"12208","Germany",1,NA,3,4,0,1,1,2,"Droughts or water shortages",1,4,8,-0.632756040233441,0.806206591320783,44469.9,0.253906649311203
"12209","Germany",0,5,4,4,0,1,1,4,"Droughts or water shortages",0,4,23,1.4610912201754,0.806206591320783,44469.9,0.253906649311203
